Datum Uhrzeit; Kanal 1; ; ; Kanal 2; ; ; ; Kanal 3; ; ; 
; Messwert; Temperatur; Stellgröße; Messwert; Sensorwert; Temperatur; Stellgröße; Messwert; Temperatur; Stellgröße; Dig. Eingang 1; Dig. Eingang 2; Dig. Eingang 3; Dig. Eingang 4; Dig. Eingang 1; Dig. Eingang 2; Dig. Eingang 3; 
; %; °C; %; ppm; mA; °C ; %; %; °C; %; 

15.08.2019 14:55:43; ; ; ;  0.22;  4.38;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 14:56:43; ; ; ;  0.23;  4.41;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 14:57:43; ; ; ;  0.25;  4.45;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 14:58:43; ; ; ;  0.26;  4.46;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 14:59:43; ; ; ;  0.24;  4.42;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 15:00:43; ; ; ;  0.24;  4.42;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 15:01:43; ; ; ;  0.23;  4.40;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 15:02:43; ; ; ;  0.21;  4.37;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 15:03:43; ; ; ;  0.22;  4.40;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 15:04:43; ; ; ;  0.27;  4.48;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 15:05:43; ; ; ;  0.25;  4.44;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 15:06:43; ; ; ;  0.29;  4.52;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 15:07:43; ; ; ;  0.26;  4.45;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 15:08:43; ; ; ;  0.21;  4.37;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 15:09:43; ; ; ;  0.24;  4.42;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 15:10:43; ; ; ;  0.23;  4.40;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 15:11:43; ; ; ;  0.29;  4.51;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 15:12:43; ; ; ;  0.24;  4.42;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 15:13:43; ; ; ;  0.24;  4.42;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 15:14:43; ; ; ;  0.21;  4.37;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 15:15:43; ; ; ;  0.26;  4.45;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 15:16:43; ; ; ;  0.25;  4.44;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 15:17:43; ; ; ;  0.22;  4.39;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 15:18:43; ; ; ;  0.21;  4.36;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 15:19:43; ; ; ;  0.31;  4.54;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 15:20:43; ; ; ;  0.23;  4.40;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 15:21:43; ; ; ;  0.26;  4.46;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 15:22:43; ; ; ;  0.27;  4.49;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 15:23:43; ; ; ;  0.21;  4.37;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 15:24:43; ; ; ;  0.28;  4.50;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 15:25:43; ; ; ;  0.28;  4.50;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 15:26:43; ; ; ;  0.23;  4.40;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 15:27:43; ; ; ;  0.27;  4.47;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 15:28:43; ; ; ;  0.29;  4.51;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 15:29:43; ; ; ;  0.25;  4.44;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 15:30:43; ; ; ;  0.30;  4.53;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 15:31:43; ; ; ;  0.25;  4.45;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 15:32:43; ; ; ;  0.24;  4.43;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 15:33:43; ; ; ;  0.21;  4.37;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 15:34:43; ; ; ;  0.32;  4.57;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 15:35:43; ; ; ;  0.29;  4.51;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 15:36:43; ; ; ;  0.27;  4.47;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 15:37:43; ; ; ;  0.21;  4.37;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 15:38:43; ; ; ;  0.32;  4.56;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 15:39:43; ; ; ;  0.27;  4.49;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 15:40:43; ; ; ;  0.28;  4.50;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 15:41:43; ; ; ;  0.25;  4.43;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 15:42:43; ; ; ;  0.32;  4.57;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 15:43:43; ; ; ;  0.29;  4.52;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 15:44:43; ; ; ;  0.28;  4.50;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 15:45:43; ; ; ;  0.21;  4.38;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 15:46:43; ; ; ;  0.23;  4.41;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 15:47:43; ; ; ;  0.24;  4.43;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 15:48:43; ; ; ;  0.33;  4.59;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 15:49:43; ; ; ;  0.28;  4.49;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 15:50:42; ; ; ;  0.30;  4.53;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 15:51:42; ; ; ;  0.30;  4.53;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 15:52:43; ; ; ;  0.31;  4.56;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 15:53:43; ; ; ;  0.26;  4.47;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 15:54:43; ; ; ;  0.27;  4.47;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 15:55:43; ; ; ;  0.30;  4.53;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 15:56:43; ; ; ;  0.30;  4.53;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 15:57:43; ; ; ;  0.24;  4.42;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 15:58:43; ; ; ;  0.29;  4.52;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 15:59:43; ; ; ;  0.33;  4.58;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 16:00:43; ; ; ;  0.22;  4.40;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 16:01:43; ; ; ;  0.32;  4.57;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 16:02:43; ; ; ;  0.40;  4.71;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 16:03:43; ; ; ;  0.23;  4.40;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 16:04:43; ; ; ;  0.28;  4.49;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 16:05:43; ; ; ;  0.30;  4.54;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 16:06:43; ; ; ;  0.25;  4.44;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 16:07:43; ; ; ;  0.27;  4.48;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 16:08:43; ; ; ;  0.24;  4.42;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 16:09:43; ; ; ;  0.22;  4.40;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 16:10:43; ; ; ;  0.42;  4.75;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 16:11:43; ; ; ;  0.23;  4.41;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 16:12:43; ; ; ;  0.29;  4.52;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 16:13:43; ; ; ;  0.33;  4.58;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 16:14:43; ; ; ;  0.30;  4.53;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 16:15:43; ; ; ;  0.25;  4.43;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 16:16:43; ; ; ;  0.26;  4.46;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 16:17:43; ; ; ;  0.29;  4.51;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 16:18:43; ; ; ;  0.33;  4.59;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 16:19:43; ; ; ;  0.28;  4.49;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 16:20:43; ; ; ;  0.28;  4.50;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 16:21:43; ; ; ;  0.25;  4.45;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 16:22:43; ; ; ;  0.31;  4.55;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 16:23:43; ; ; ;  0.21;  4.38;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 16:24:43; ; ; ;  0.39;  4.70;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 16:25:43; ; ; ;  0.25;  4.44;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 16:26:43; ; ; ;  0.36;  4.65;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 16:27:43; ; ; ;  0.27;  4.47;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 16:28:43; ; ; ;  0.36;  4.64;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 16:29:43; ; ; ;  0.25;  4.43;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 16:30:43; ; ; ;  0.25;  4.44;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 16:31:43; ; ; ;  0.21;  4.37;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 16:32:43; ; ; ;  0.26;  4.46;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 16:33:43; ; ; ;  0.26;  4.46;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 16:34:43; ; ; ;  0.26;  4.47;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 16:35:43; ; ; ;  0.35;  4.62;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 16:36:43; ; ; ;  0.22;  4.38;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 16:37:43; ; ; ;  0.25;  4.45;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 16:38:43; ; ; ;  0.30;  4.53;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 16:39:43; ; ; ;  0.25;  4.43;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 16:40:43; ; ; ;  0.38;  4.67;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 16:41:43; ; ; ;  0.24;  4.43;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 16:42:43; ; ; ;  0.30;  4.53;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 16:43:43; ; ; ;  0.37;  4.66;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 16:44:43; ; ; ;  0.21;  4.36;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 16:45:43; ; ; ;  0.32;  4.57;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 16:46:43; ; ; ;  0.26;  4.45;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 16:47:43; ; ; ;  0.30;  4.54;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 16:48:43; ; ; ;  0.24;  4.43;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 16:49:43; ; ; ;  0.31;  4.56;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 16:50:43; ; ; ;  0.28;  4.50;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 16:51:43; ; ; ;  0.29;  4.52;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 16:52:43; ; ; ;  0.27;  4.48;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 16:53:43; ; ; ;  0.33;  4.58;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 16:54:43; ; ; ;  0.28;  4.50;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 16:55:43; ; ; ;  0.25;  4.44;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 16:56:43; ; ; ;  0.33;  4.58;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 16:57:43; ; ; ;  0.34;  4.59;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 16:58:43; ; ; ;  0.27;  4.48;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 16:59:43; ; ; ;  0.37;  4.65;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 17:00:43; ; ; ;  0.28;  4.50;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 17:01:43; ; ; ;  0.33;  4.59;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 17:02:43; ; ; ;  0.27;  4.48;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 17:03:43; ; ; ;  0.31;  4.55;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 17:04:43; ; ; ;  0.29;  4.52;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 17:05:43; ; ; ;  0.36;  4.64;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 17:06:43; ; ; ;  0.25;  4.43;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 17:07:43; ; ; ;  0.33;  4.58;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 17:08:43; ; ; ;  0.27;  4.47;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 17:09:43; ; ; ;  0.31;  4.56;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 17:10:43; ; ; ;  0.24;  4.42;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 17:11:43; ; ; ;  0.35;  4.62;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 17:12:43; ; ; ;  0.23;  4.40;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 17:13:43; ; ; ;  0.28;  4.49;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 17:14:43; ; ; ;  0.28;  4.49;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 17:15:43; ; ; ;  0.30;  4.54;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 17:16:43; ; ; ;  0.26;  4.46;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 17:17:43; ; ; ;  0.29;  4.52;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 17:18:43; ; ; ;  0.28;  4.50;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 17:19:43; ; ; ;  0.28;  4.50;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 17:20:43; ; ; ;  0.32;  4.56;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 17:21:43; ; ; ;  0.27;  4.47;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 17:22:43; ; ; ;  0.29;  4.52;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 17:23:43; ; ; ;  0.23;  4.40;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 17:24:43; ; ; ;  0.26;  4.46;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 17:25:43; ; ; ;  0.24;  4.42;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 17:26:43; ; ; ;  0.30;  4.54;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 17:27:43; ; ; ;  0.28;  4.50;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 17:28:43; ; ; ;  0.32;  4.57;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 17:29:43; ; ; ;  0.26;  4.46;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 17:30:43; ; ; ;  0.25;  4.44;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 17:31:43; ; ; ;  0.26;  4.47;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 17:32:43; ; ; ;  0.23;  4.40;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 17:33:43; ; ; ;  0.28;  4.49;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 17:34:43; ; ; ;  0.36;  4.64;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 17:35:43; ; ; ;  0.20;  4.36;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 17:36:43; ; ; ;  0.25;  4.45;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 17:37:43; ; ; ;  0.36;  4.64;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 17:38:43; ; ; ;  0.31;  4.55;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 17:39:43; ; ; ;  0.26;  4.47;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 17:40:43; ; ; ;  0.29;  4.51;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 17:41:43; ; ; ;  0.32;  4.56;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 17:42:43; ; ; ;  0.23;  4.41;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 17:43:43; ; ; ;  0.30;  4.53;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 17:44:43; ; ; ;  0.31;  4.55;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 17:45:43; ; ; ;  0.28;  4.50;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 17:46:43; ; ; ;  0.29;  4.51;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 17:47:43; ; ; ;  0.26;  4.46;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 17:48:43; ; ; ;  0.34;  4.61;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 17:49:43; ; ; ;  0.25;  4.44;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 17:50:43; ; ; ;  0.23;  4.40;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 17:51:43; ; ; ;  0.30;  4.53;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 17:52:42; ; ; ;  0.32;  4.56;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 17:53:43; ; ; ;  0.28;  4.50;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 17:54:43; ; ; ;  0.27;  4.48;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 17:55:43; ; ; ;  0.28;  4.51;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 17:56:43; ; ; ;  0.31;  4.56;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 17:57:43; ; ; ;  0.31;  4.55;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 17:58:43; ; ; ;  0.27;  4.47;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 17:59:43; ; ; ;  0.29;  4.52;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 18:00:43; ; ; ;  0.29;  4.52;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 18:01:43; ; ; ;  0.30;  4.54;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
15.08.2019 18:02:43; ; ; ;  0.24;  4.42;  50.0;    0; ; ; ; Aus; Aus; Aus; Aus; Aus; Aus; Aus; 
